Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 07/26  20:00:00,122.000521254,8.33397455943,32.6634850689,0.0,36.5179666069,38.8247702939,5.77448822117,0.0,0.0,5.77448822117
 07/26  21:00:00,114.04258986,8.1416051294,28.5292266439,0.0,32.965339924,36.8579353714,11.5648631531,0.0,0.0,11.5648631531
 07/26  22:00:00,82.5481670084,7.48633684811,21.2370276246,0.0,25.6355707503,20.6438685092,5.77951273053,0.0,0.0,5.77951273053
 07/26  23:00:00,57.010651661,6.93885645022,15.7996979476,0.0,15.0252895274,11.7056064465,5.76241707049,0.0,0.0,5.76241707049
 07/26  24:00:00,48.7571800944,6.64474287258,12.8660108341,0.0,11.6412384099,10.0650221343,5.75800804947,0.0,0.0,5.75800804947
 07/27  01:00:00,45.335874693,6.45306315459,11.1970179291,0.0,10.0992000411,10.047477231,0.02,0.0,0.0,0.02
 07/27  02:00:00,41.9811855325,6.29449818178,9.86044247473,0.0,8.25718729233,10.0299323277,5.75374075779,0.0,0.0,5.75374075779
 07/27  03:00:00,40.727740842,6.16928103977,8.73222315722,0.0,8.25718729233,10.0299323277,0.02,0.0,0.0,0.02
 07/27  04:00:00,41.3724442104,6.07059560156,7.86906912237,0.0,8.25718729233,11.6354268332,5.81403394432,0.0560046189236,0.0,5.7580293254
 07/27  05:00:00,48.6698662792,6.04597138727,7.61167125947,0.0,12.1011305571,15.3678112995,6.43796865474,0.667138359693,0.0,5.77083029505
 07/27  06:00:00,74.6404329876,6.55358266917,11.0827133839,0.0,19.7275818095,37.2640762949,6.74392991031,0.953061110939,0.0,5.79086879937
 07/27  07:00:00,96.8446376952,6.9602222352,14.2764374686,0.0,24.3117294858,51.2795993405,17.6507683591,0.261370493425,0.0,17.3893978656
 07/27  08:00:00,84.2702645977,6.548482486,13.3884883097,0.0,23.6694662846,40.6342015617,17.5590298916,0.0103511782845,0.0,17.5486787133
 07/27  09:00:00,85.823115965,6.62360528615,19.8733259707,0.0,23.6694662846,35.6302164847,41.3634055584,0.0,18.025,23.3384055584
 07/27  10:00:00,70.1071455301,6.52924333406,21.8482572292,0.0,18.7433767983,22.9618409725,35.5086799958,0.0,18.025,17.4836799958
 07/27  11:00:00,72.9626134615,6.70224176314,24.5328092288,0.0,18.7433767983,22.9618409725,35.4812996612,0.0,18.025,17.4562996612
 07/27  12:00:00,77.275499834,6.95232968608,28.5521602034,0.0,18.5889407304,23.1597249699,35.4810214774,0.0,18.025,17.4560214774
 07/27  13:00:00,81.1872055061,7.18798736983,31.9817063174,0.0,18.7433767983,23.2517909448,35.4780049505,0.0,18.025,17.4530049505
 07/27  14:00:00,83.6099108037,7.36982087171,34.2225774511,0.0,18.7433767983,23.2517909448,35.4767691387,0.0,18.025,17.4517691387
 07/27  15:00:00,85.2728559306,7.54456085205,36.0007321982,0.0,18.7433767983,22.9618409725,35.479017187,0.0,18.025,17.454017187
 07/27  16:00:00,91.6390748021,7.74676131068,37.7134573589,0.0,18.7433767983,27.431320555,18.045,0.0,18.025,0.02
 07/27  17:00:00,105.755349454,8.16456425379,39.223839712,0.0,17.6635504202,40.6971502883,5.7663614969,0.0,0.0,5.7663614969
 07/27  18:00:00,112.039481218,8.38793001765,38.7801941031,0.0,27.5259009287,37.3340067412,11.5559460954,0.0,0.0,11.5559460954
